dataInicio,dataFim,entidade,info
02/07/2018,17/10/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'Trancamento de Matr\xc3\xadcula do 2\xc2\xba per\xc3\xadodo letivo de 2018, na DAC, conforme Artigo 47 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
02/07/2018,17/10/2018,trancamento de matricula (semestre),"Trancamento de Matrícula do 2º período letivo de 2018, na DAC, conforme Artigo 47 do Regimento  Geral de Graduação."
04/07/2018,06/07/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Coordenadorias de Cursos tomam conhecimento dos pareceres das subcomiss\xc3\xb5es da CCG nos processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
04/07/2018,06/07/2018,catalogo dos cursos de graduacao,Coordenadorias de Cursos tomam conhecimento dos pareceres das subcomissões da CCG nos processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
06/07/2018,06/07/2018,b'Aproveitamento de Estudos',"b'\xc3\x9altimo dia para solicita\xc3\xa7\xc3\xa3o de Aproveitamento de Estudos para alunos ingressantes no ano de 2018, na DAC.'"
06/07/2018,06/07/2018,aproveitamento de estudos,"Último dia para solicitação de Aproveitamento de Estudos para alunos ingressantes no ano de 2018, na DAC."
07/07/2018,07/07/2018,b'Per\xc3\xadodo Letivo',b'T\xc3\xa9rmino das aulas do 1\xc2\xba per\xc3\xadodo letivo de 2018.'
07/07/2018,07/07/2018,periodo letivo,Término das aulas do 1º período letivo de 2018.
09/07/2018,09/07/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
09/07/2018,09/07/2018,feriado/expediente suspenso,Não haverá atividades.
10/07/2018,16/07/2018,b'Exames Finais',b'Exames finais do 1\xc2\xba per\xc3\xadodo letivo de 2018 e Turmas Especiais I e II.'
10/07/2018,16/07/2018,exames finais,Exames finais do 1º período letivo de 2018 e Turmas Especiais I e II.
10/07/2018,16/07/2018,Teste de Proficiência,"Aplicação do Teste de Proficiência, exceto para disciplinas de línguas estrangeiras."
10/07/2018,20/07/2018,b'Teste de Profici\xc3\xaancia',"b'Prazo para entrada de resultados do Teste de Profici\xc3\xaancia, exceto para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
10/07/2018,20/07/2018,teste de proficiencia,"Prazo para entrada de resultados do Teste de Proficiência, exceto para disciplinas de línguas estrangeiras, na WEB."
13/07/2018,13/07/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a DAC encaminhar \xc3\xa0 CCG os processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
13/07/2018,13/07/2018,catalogo dos cursos de graduacao,Último dia para a DAC encaminhar à CCG os processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
18/07/2018,30/07/2018,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',b'Per\xc3\xadodo das atividades do Sistema de Recupera\xc3\xa7\xc3\xa3o das disciplinas oferecidas no 1\xc2\xba per\xc3\xadodo letivo de 2018.'
18/07/2018,30/07/2018,sistema de recuperacao,Período das atividades do Sistema de Recuperação das disciplinas oferecidas no 1º período letivo de 2018.
18/07/2018,01/08/2018,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',"b'Prazo para entrada das notas do Sistema de Recupera\xc3\xa7\xc3\xa3o das disciplinas oferecidas no 1\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
18/07/2018,01/08/2018,sistema de recuperacao,"Prazo para entrada das notas do Sistema de Recuperação das disciplinas oferecidas no 1º período letivo de 2018, na WEB."
20/07/2018,20/07/2018,b'Sistema de Recupera\xc3\xa7\xc3\xa3o',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula do Sistema de Recupera\xc3\xa7\xc3\xa3o.'
20/07/2018,20/07/2018,sistema de recuperacao,DAC divulga na WEB relatórios de matrícula do Sistema de Recuperação.
24/07/2018,26/07/2018,b'Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos inserem no Siga os docentes que ministrar\xc3\xa3o as disciplinas abertas no per\xc3\xadodo de Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadculas do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
24/07/2018,26/07/2018,adequacao de matricula,Coordenadorias de Cursos inserem no Siga os docentes que ministrarão as disciplinas abertas no período de Adequação de Matrículas do 2º período letivo de 2018.
24/07/2018,27/07/2018,b'Adequa\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos adequam as matr\xc3\xadculas do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
24/07/2018,27/07/2018,adequacao de matricula,Coordenadorias de Cursos adequam as matrículas do 2º período letivo de 2018.
30/07/2018,30/07/2018,b'Remanejamento Interno',b'Prova de Habilidades Espec\xc3\xadficas para candidatos ao Remanejamento Interno.'
30/07/2018,30/07/2018,remanejamento interno,Prova de Habilidades Específicas para candidatos ao Remanejamento Interno.
30/07/2018,30/07/2018,Remanejamento Interno,"Divulgação do resultado do Remanejamento Interno e Complementação de Currículo de alunos formados pela Unicamp nos casos previstos no inciso II, alíneas a e b, do Artigo 8º do Regimento  Geral de Graduação, na WEB, cursos sem Prova de Habilidades Específicas."
31/07/2018,31/07/2018,b'Remanejamento Interno',b'Coordenadorias de Cursos informam \xc3\xa0 DAC o resultado das Provas de Habilidades Espec\xc3\xadficas para candidatos ao Remanejamento Interno.'
31/07/2018,31/07/2018,remanejamento interno,Coordenadorias de Cursos informam à DAC o resultado das Provas de Habilidades Específicas para candidatos ao Remanejamento Interno.
31/07/2018,31/07/2018,Relatórios de Matrícula e de Integralização Curricular,DAC divulga na WEB relatórios de matrícula e integralização curricular do 2º período letivo de 2018.
31/07/2018,31/07/2018,Remanejamento Interno,"Matrícula em disciplinas dos candidatos aprovados no processo de Remanejamento Interno e Complementação de Currículo de alunos formados pela Unicamp, na WEB, cursos sem Prova de Habilidades Específicas."
31/07/2018,02/08/2018,b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',"b'Altera\xc3\xa7\xc3\xa3o de matr\xc3\xadcula em disciplina do 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
31/07/2018,02/08/2018,alteracao de matricula,"Alteração de matrícula em disciplina do 2º período letivo de 2018, na WEB."
01/08/2018,01/08/2018,b'Per\xc3\xadodo Letivo',b'In\xc3\xadcio das aulas do 2\xc2\xba per\xc3\xadodo letivo de 2018 e Turmas Especiais I e II.'
01/08/2018,01/08/2018,periodo letivo,Início das aulas do 2º período letivo de 2018 e Turmas Especiais I e II.
01/08/2018,01/08/2018,Remanejamento Interno,"Divulgação do resultado do Remanejamento Interno e Complementação de Currículo de alunos formados pela Unicamp, na WEB, cursos com Provas de Habilidades Específicas."
01/08/2018,01/08/2018,Sistema de Recuperação,"Último dia para entrada das notas do Sistema de Recuperação das disciplinas oferecidas no 1º período letivo de 2018, na WEB."
01/08/2018,06/08/2018,b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',b'Coordenadorias de Cursos atuam nos pedidos de Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
01/08/2018,06/08/2018,alteracao de matricula,Coordenadorias de Cursos atuam nos pedidos de Alteração de Matrícula do 2º período letivo de 2018.
02/08/2018,02/08/2018,b'Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula',"b'\xc3\x9altimo dia para Altera\xc3\xa7\xc3\xa3o de Matr\xc3\xadcula em disciplina do 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
02/08/2018,02/08/2018,alteracao de matricula,"Último dia para Alteração de Matrícula em disciplina do 2º período letivo de 2018, na WEB."
02/08/2018,02/08/2018,Estudante Especial,"Último dia para inscrição de Estudante Especial em disciplinas isoladas de graduação do 2º período letivo de 2018, na WEB."
02/08/2018,02/08/2018,Remanejamento Interno,"Matrícula em disciplinas dos candidatos aprovados no processo de Remanejamento Interno e Complementação de Currículo de alunos formados pela Unicamp, na WEB, cursos com Provas de Habilidades Específicas."
02/08/2018,01/11/2018,b'Hor\xc3\xa1rios',"b'Coordenadorias de Cursos elaboram os hor\xc3\xa1rios do 1\xc2\xba per\xc3\xadodo letivo de 2019, Sistema de Recupera\xc3\xa7\xc3\xa3o e disciplinas de F\xc3\xa9rias de Ver\xc3\xa3o - 2019.'"
02/08/2018,01/11/2018,horarios,"Coordenadorias de Cursos elaboram os horários do 1º período letivo de 2019, Sistema de Recuperação e disciplinas de Férias de Verão - 2019."
03/08/2018,03/08/2018,b'Cola\xc3\xa7\xc3\xa3o de Grau',b'In\xc3\xadcio das Cola\xc3\xa7\xc3\xb5es de Grau \xc2\xa0do 1\xc2\xba per\xc3\xadodo letivo de 2018.'
03/08/2018,03/08/2018,colacao de grau,Início das Colações de Grau  do 1º período letivo de 2018.
03/08/2018,06/08/2018,b'Estudante Especial',b'Coordenadorias de Cursos atuam nos pedidos de inscri\xc3\xa7\xc3\xa3o de estudante especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
03/08/2018,06/08/2018,estudante especial,Coordenadorias de Cursos atuam nos pedidos de inscrição de estudante especial em disciplinas isoladas de graduação do 2º período letivo de 2018.
07/08/2018,07/08/2018,b'Estudante Especial',b'DAC divulga na WEB relat\xc3\xb3rios de matr\xc3\xadcula de estudante especial em disciplinas isoladas de gradua\xc3\xa7\xc3\xa3o do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
07/08/2018,07/08/2018,estudante especial,DAC divulga na WEB relatórios de matrícula de estudante especial em disciplinas isoladas de graduação do 2º período letivo de 2018.
07/08/2018,05/09/2018,b'Cola\xc3\xa7\xc3\xa3o de Grau',b'Coordenadorias de Cursos informam \xc3\xa0 DAC a data de Cola\xc3\xa7\xc3\xa3o de Grau \xc2\xa0do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
07/08/2018,05/09/2018,colacao de grau,Coordenadorias de Cursos informam à DAC a data de Colação de Grau  do 2º período letivo de 2018.
07/08/2018,01/10/2018,b'Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplina',"b'Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplinas do 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
07/08/2018,01/10/2018,desistencia de matricula em disciplina,"Desistência de Matrícula em Disciplinas do 2º período letivo de 2018, na WEB."
09/08/2018,09/08/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Delibera\xc3\xa7\xc3\xa3o da CCG sobre os processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
09/08/2018,09/08/2018,catalogo dos cursos de graduacao,Deliberação da CCG sobre os processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019.
10/08/2018,10/08/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para as Coordenadorias de Cursos encaminharem \xc3\xa0 DAC as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
10/08/2018,10/08/2018,catalogo dos cursos de graduacao,Último dia para as Coordenadorias de Cursos encaminharem à DAC as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
14/08/2018,14/08/2018,b'Processo Seletivo Aberto',b'Comvest divulga as informa\xc3\xa7\xc3\xb5es complementares do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em institui\xc3\xa7\xc3\xa3o de ensino superior para preenchimento de vagas remanescentes.'
14/08/2018,14/08/2018,processo seletivo aberto,Comvest divulga as informações complementares do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em instituição de ensino superior para preenchimento de vagas remanescentes.
14/08/2018,24/08/2018,b'Processo Seletivo Aberto',b'Inscri\xc3\xa7\xc3\xa3o para o Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em institui\xc3\xa7\xc3\xa3o de ensino superior para preenchimento de vagas remanescentes.'
14/08/2018,24/08/2018,processo seletivo aberto,Inscrição para o Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em instituição de ensino superior para preenchimento de vagas remanescentes.
15/08/2018,15/08/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',"b'\xc3\x9altimo dia para a CCG encaminhar \xc3\xa0 DAC os processos de elabora\xc3\xa7\xc3\xa3o do Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019, com as respectivas delibera\xc3\xa7\xc3\xb5es.'"
15/08/2018,15/08/2018,catalogo dos cursos de graduacao,"Último dia para a CCG encaminhar à DAC os processos de elaboração do Catálogo dos Cursos de Graduação para o ano de 2019, com as respectivas deliberações."
15/08/2018,16/08/2018,b'Estudante Intercambista',b'Prazo para a Coordenadoria de Curso atuar no pedido de matr\xc3\xadcula em disciplinas de Estudante Intercambista para o 2\xc2\xba per\xc3\xadodo letivo de 2018.'
15/08/2018,16/08/2018,estudante intercambista,Prazo para a Coordenadoria de Curso atuar no pedido de matrícula em disciplinas de Estudante Intercambista para o 2º período letivo de 2018.
17/08/2018,17/08/2018,b'Teste de Profici\xc3\xaancia',"b'Divulga\xc3\xa7\xc3\xa3o das disciplinas de l\xc3\xadnguas estrangeiras a serem oferecidas em Teste de Profici\xc3\xaancia, na WEB.'"
17/08/2018,17/08/2018,teste de proficiencia,"Divulgação das disciplinas de línguas estrangeiras a serem oferecidas em Teste de Proficiência, na WEB."
01/08/2018,01/08/2018,b'Estudante Intercambista',b'DAC disponibiliza relat\xc3\xb3rio final de matr\xc3\xadcula para Estudante Intercambista do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
01/08/2018,01/08/2018,estudante intercambista,DAC disponibiliza relatório final de matrícula para Estudante Intercambista do 2º período letivo de 2018.
21/08/2018,21/08/2018,b'M\xc3\xa9dia e Frequ\xc3\xaancia',b'\xc3\x9altimo dia para as Coordenadorias de Cursos encaminharem \xc3\xa0 DAC retifica\xc3\xa7\xc3\xb5es de M\xc3\xa9dias e Frequ\xc3\xaancias do 1\xc2\xba per\xc3\xadodo letivo de 2018.'
21/08/2018,21/08/2018,media e frequencia,Último dia para as Coordenadorias de Cursos encaminharem à DAC retificações de Médias e Frequências do 1º período letivo de 2018.
27/08/2018,31/08/2018,b'Teste de Profici\xc3\xaancia',"b'Inscri\xc3\xa7\xc3\xa3o para Teste de Profici\xc3\xaancia, somente para disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
27/08/2018,31/08/2018,teste de proficiencia,"Inscrição para Teste de Proficiência, somente para disciplinas de línguas estrangeiras, na WEB."
30/08/2018,30/08/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'\xc3\x9altimo dia para confirma\xc3\xa7\xc3\xa3o do Trancamento de Matr\xc3\xadcula autom\xc3\xa1tico, referente ao 2\xc2\xba per\xc3\xadodo letivo de 2018, conforme previsto no par\xc3\xa1grafo 1\xc2\xba do artigo 34 do Regimento \xc2\xa0Geral de Gradua\xc3\xa7\xc3\xa3o.'"
30/08/2018,30/08/2018,trancamento de matricula (semestre),"Último dia para confirmação do Trancamento de Matrícula automático, referente ao 2º período letivo de 2018, conforme previsto no parágrafo 1º do artigo 34 do Regimento  Geral de Graduação."
03/09/2018,05/09/2018,b'Teste de Profici\xc3\xaancia',b'Ajustes das inscri\xc3\xa7\xc3\xb5es do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras.'
03/09/2018,05/09/2018,teste de proficiencia,Ajustes das inscrições do Teste de Proficiência em disciplinas de línguas estrangeiras.
05/09/2018,05/09/2018,b'Cola\xc3\xa7\xc3\xa3o de Grau',b'\xc3\x9altimo dia para as Coordenadorias de Cursos informarem \xc3\xa0 DAC a data da Cola\xc3\xa7\xc3\xa3o de Grau \xc2\xa0do 2\xc2\xba per\xc3\xadodo letivo de 2018.'
05/09/2018,05/09/2018,colacao de grau,Último dia para as Coordenadorias de Cursos informarem à DAC a data da Colação de Grau  do 2º período letivo de 2018.
06/09/2018,06/09/2018,b'Teste de Profici\xc3\xaancia',"b'Divulga\xc3\xa7\xc3\xa3o do resultado das inscri\xc3\xa7\xc3\xb5es para o Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
06/09/2018,06/09/2018,teste de proficiencia,"Divulgação do resultado das inscrições para o Teste de Proficiência em disciplinas de línguas estrangeiras, na WEB."
07/09/2018,08/09/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
07/09/2018,08/09/2018,feriado/expediente suspenso,Não haverá atividades.
15/09/2018,15/09/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades nos Campi de Limeira.'
15/09/2018,15/09/2018,feriado/expediente suspenso,Não haverá atividades nos Campi de Limeira.
16/09/2018,16/09/2018,b'Processo Seletivo Aberto',b'Realiza\xc3\xa7\xc3\xa3o do Exame de Conhecimentos Gerais do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em institui\xc3\xa7\xc3\xa3o de ensino superior para preenchimento de vagas remanescentes.'
16/09/2018,16/09/2018,processo seletivo aberto,Realização do Exame de Conhecimentos Gerais do Processo Seletivo Aberto a graduados ou alunos regularmente matriculados em instituição de ensino superior para preenchimento de vagas remanescentes.
17/09/2018,19/09/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Coordenadorias de Cursos tomam conhecimento dos pareceres emitidos pela DAC nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
17/09/2018,19/09/2018,catalogo dos cursos de graduacao,Coordenadorias de Cursos tomam conhecimento dos pareceres emitidos pela DAC nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
17/09/2018,19/10/2018,b'Teste de Profici\xc3\xaancia',"b'Aplica\xc3\xa7\xc3\xa3o do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, conforme hor\xc3\xa1rios estabelecidos pelo Centro de Ensino de L\xc3\xadnguas.'"
17/09/2018,19/10/2018,teste de proficiencia,"Aplicação do Teste de Proficiência em disciplinas de línguas estrangeiras, conforme horários estabelecidos pelo Centro de Ensino de Línguas."
17/09/2018,26/10/2018,b'Teste de Profici\xc3\xaancia',"b'Prazo para entrada de resultados do Teste de Profici\xc3\xaancia em disciplinas de l\xc3\xadnguas estrangeiras, na WEB.'"
17/09/2018,26/10/2018,teste de proficiencia,"Prazo para entrada de resultados do Teste de Proficiência em disciplinas de línguas estrangeiras, na WEB."
20/09/2018,25/09/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Subcomiss\xc3\xb5es da CCG emitem pareceres nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
20/09/2018,25/09/2018,catalogo dos cursos de graduacao,Subcomissões da CCG emitem pareceres nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
21/09/2018,21/09/2018,b'Processo Seletivo Aberto',b'Comvest publica a lista de candidatos convocados para a fase de An\xc3\xa1lise da Compatibilidade de Curr\xc3\xadculo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
21/09/2018,21/09/2018,processo seletivo aberto,Comvest publica a lista de candidatos convocados para a fase de Análise da Compatibilidade de Currículo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
26/09/2018,26/09/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'DAC divulga na WEB o Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o para o ano de 2019.'
26/09/2018,26/09/2018,catalogo dos cursos de graduacao,DAC divulga na WEB o Catálogo dos Cursos de Graduação para o ano de 2019.
28/09/2018,02/10/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'Coordenadorias de Cursos tomam conhecimento dos pareceres das Subcomiss\xc3\xb5es da CCG nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
28/09/2018,02/10/2018,catalogo dos cursos de graduacao,Coordenadorias de Cursos tomam conhecimento dos pareceres das Subcomissões da CCG nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
01/10/2018,01/10/2018,b'Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplina',"b'\xc3\x9altimo dia para Desist\xc3\xaancia de Matr\xc3\xadcula em Disciplinas do 2\xc2\xba per\xc3\xadodo letivo de 2018, na WEB.'"
01/10/2018,01/10/2018,desistencia de matricula em disciplina,"Último dia para Desistência de Matrícula em Disciplinas do 2º período letivo de 2018, na WEB."
01/10/2018,05/10/2018,b'Processo Seletivo Aberto',"b'Prazo para entrega dos documentos pelos candidatos convocados para a fase de An\xc3\xa1lise da Compatibilidade de Curr\xc3\xadculo do Processo Seletivo Aberto para preenchimento de vagas remanescentes, na DAC.'"
01/10/2018,05/10/2018,processo seletivo aberto,"Prazo para entrega dos documentos pelos candidatos convocados para a fase de Análise da Compatibilidade de Currículo do Processo Seletivo Aberto para preenchimento de vagas remanescentes, na DAC."
01/10/2018,14/11/2018,b'Estudante Intercambista',b'Inscri\xc3\xa7\xc3\xa3o de Estudante Intercambista para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'
01/10/2018,14/11/2018,estudante intercambista,Inscrição de Estudante Intercambista para o 1º período letivo de 2019.
01/10/2018,30/11/2018,b'Estudante Intercambista',b'Prazo para a Coordenadoria de Curso analisar o Plano de Estudos de Estudante Intercambista para o 1\xc2\xba per\xc3\xadodo letivo de 2019.'
01/10/2018,30/11/2018,estudante intercambista,Prazo para a Coordenadoria de Curso analisar o Plano de Estudos de Estudante Intercambista para o 1º período letivo de 2019.
02/10/2018,02/10/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para as Coordenadorias de Cursos tomarem conhecimento dos pareceres das Subcomiss\xc3\xb5es da CCG nas propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
02/10/2018,02/10/2018,catalogo dos cursos de graduacao,Último dia para as Coordenadorias de Cursos tomarem conhecimento dos pareceres das Subcomissões da CCG nas propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
05/10/2018,05/10/2018,b'Cat\xc3\xa1logo dos Cursos de Gradua\xc3\xa7\xc3\xa3o',b'\xc3\x9altimo dia para a DAC encaminhar \xc3\xa0 CCG as propostas de altera\xc3\xa7\xc3\xb5es curriculares de Cat\xc3\xa1logos Vigentes a vigorarem a partir do 1\xc2\xba per\xc3\xadodo letivo de 2019.'
05/10/2018,05/10/2018,catalogo dos cursos de graduacao,Último dia para a DAC encaminhar à CCG as propostas de alterações curriculares de Catálogos Vigentes a vigorarem a partir do 1º período letivo de 2019.
08/10/2018,13/11/2018,b'Processo Seletivo Aberto',"b'Coordenadorias de Cursos informam \xc3\xa0 DAC datas, hor\xc3\xa1rios e salas para a realiza\xc3\xa7\xc3\xa3o da Prova Espec\xc3\xadfica de Conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'"
08/10/2018,13/11/2018,processo seletivo aberto,"Coordenadorias de Cursos informam à DAC datas, horários e salas para a realização da Prova Específica de Conhecimento do Processo Seletivo Aberto para preenchimento de vagas remanescentes."
09/10/2018,09/10/2018,b'Avalia\xc3\xa7\xc3\xa3o e Discuss\xc3\xa3o dos Cursos',b'Avalia\xc3\xa7\xc3\xa3o e discuss\xc3\xa3o de cursos - no hor\xc3\xa1rio de realiza\xc3\xa7\xc3\xa3o da reuni\xc3\xa3o n\xc3\xa3o haver\xc3\xa1 aula e cada unidade de ensino dever\xc3\xa1 realizar atividades relacionadas ao dia de avalia\xc3\xa7\xc3\xa3o e discuss\xc3\xa3o do curso para os alunos.'
09/10/2018,09/10/2018,avaliacao e discussao dos cursos,Avaliação e discussão de cursos - no horário de realização da reunião não haverá aula e cada unidade de ensino deverá realizar atividades relacionadas ao dia de avaliação e discussão do curso para os alunos.
10/10/2018,10/10/2018,b'PAA',b'Libera\xc3\xa7\xc3\xa3o da rela\xc3\xa7\xc3\xa3o de alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018.'
10/10/2018,10/10/2018,paa,Liberação da relação de alunos inseridos no Programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018.
10/10/2018,12/11/2018,b'Processo Seletivo Aberto',b'An\xc3\xa1lise da Compatibilidade de Curr\xc3\xadculo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.'
10/10/2018,12/11/2018,processo seletivo aberto,Análise da Compatibilidade de Currículo do Processo Seletivo Aberto para preenchimento de vagas remanescentes.
12/10/2018,13/10/2018,b'Feriado/Expediente Suspenso',b'N\xc3\xa3o haver\xc3\xa1 atividades.'
12/10/2018,13/10/2018,feriado/expediente suspenso,Não haverá atividades.
15/10/2018,30/10/2018,b'PAA',b'Prazo para os alunos inseridos no Programa de Apoio Acad\xc3\xaamico (PAA) no 2\xc2\xba per\xc3\xadodo letivo de 2018 inclu\xc3\xadrem plano de estudos de recupera\xc3\xa7\xc3\xa3o no Sistema Siga.'
15/10/2018,30/10/2018,paa,Prazo para os alunos inseridos no Programa de Apoio Acadêmico (PAA) no 2º período letivo de 2018 incluírem plano de estudos de recuperação no Sistema Siga.
17/10/2018,17/10/2018,b'Trancamento de Matr\xc3\xadcula (Semestre)',"b'\xc3\x9altimo dia para Trancamento de Matr\xc3\xadcula do 2\xc2\xba per\xc3\xadodo letivo de 2018, na DAC, conforme Artigo 47 do Regimento Geral de Gradua\xc3\xa7\xc3\xa3o.'"
17/10/2018,17/10/2018,trancamento de matricula (semestre),"Último dia para Trancamento de Matrícula do 2º período letivo de 2018, na DAC, conforme Artigo 47 do Regimento Geral de Graduação."
17/10/2018,19/10/2018,b'Congresso de Inicia\xc3\xa7\xc3\xa3o Cient\xc3\xadfica',b'Congresso de Inicia\xc3\xa7\xc3\xa3o Cient\xc3\xadfica de 2018.\r\n\t\t\t\tObserva\xc3\xa7\xc3\xa3o:\r\n\r\n\t\t\t\t\nNo per\xc3\xadodo em que estiver sendo realizado o congresso os alunos que participarem do evento estar\xc3\xa3o dispensados das aulas.'
17/10/2018,19/10/2018,congresso de iniciacao cientifica,"Congresso de Iniciação Científica de 2018.
				Observação:

				
No período em que estiver sendo realizado o congresso os alunos que participarem do evento estarão dispensados das aulas."
